PMX Bone Weight
4.320076E-05,14.74388,-1.030865,0,-0.1404462,-0.9900815,上半身,下半身,,,0.907602,0.09239799,0,0,False,0,0,0,0,0,0,0,0,0
-0.2592973,14.74202,-1.023926,-0.04867702,-0.1997436,-0.9786065,上半身,下半身,,,0.914284,0.08571601,0,0,False,0,0,0,0,0,0,0,0,0
-0.439336,14.74413,-1.002861,-0.1866817,-0.2715842,-0.9441206,上半身,下半身,,,0.919407,0.08059299,0,0,False,0,0,0,0,0,0,0,0,0
-0.6222249,14.74413,-0.9456148,-0.361095,-0.3099765,-0.8794824,上半身,下半身,,,0.9289331,0.07106692,0,0,False,0,0,0,0,0,0,0,0,0
-1.058258,14.7176,-0.4409357,-0.9251381,-0.3311563,-0.1854915,上半身,下半身,,,0.946168,0.05383199,0,0,False,0,0,0,0,0,0,0,0,0
-1.103113,14.68787,-0.1521059,-0.97528,-0.1452376,-0.1664174,上半身,下半身,,,0.922227,0.07777297,0,0,False,0,0,0,0,0,0,0,0,0
-0.788758,14.74276,-0.8612329,-0.5102695,-0.3245643,-0.7963805,上半身,下半身,,,0.943328,0.05667198,0,0,False,0,0,0,0,0,0,0,0,0
-0.957769,14.73248,-0.7108076,-0.7511216,-0.3889279,-0.5334025,上半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.957769,14.73248,-0.7108076,-0.7953123,-0.176458,-0.5799127,上半身,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
-0.8619887,14.45343,-0.731505,-0.7085482,-0.1395917,-0.6916715,上半身,下半身,,,0.910857,0.08914298,0,0,False,0,0,0,0,0,0,0,0,0
-0.788758,14.74276,-0.8612329,-0.5514389,-0.1801202,-0.8145085,上半身,下半身,,,0.943328,0.05667198,0,0,False,0,0,0,0,0,0,0,0,0
-1.020715,14.44835,-0.4677039,-0.9418927,-0.0654622,-0.3293863,上半身,下半身,,,0.910936,0.089064,0,0,False,0,0,0,0,0,0,0,0,0
-1.058258,14.7176,-0.4409357,-0.9605091,-0.1084628,-0.2561418,上半身,下半身,,,0.946168,0.05383199,0,0,False,0,0,0,0,0,0,0,0,0
-0.9598747,14.59901,0.35443,-0.7827387,-0.2393261,0.5744499,上半身,下半身,,,0.880069,0.119931,0,0,False,0,0,0,0,0,0,0,0,0
-0.9494666,14.41043,0.3524449,-0.8444471,-0.07263406,0.5306559,上半身,下半身,,,0.836137,0.163863,0,0,False,0,0,0,0,0,0,0,0,0
-1.042522,14.42951,0.1589001,-0.948149,-0.1274453,0.2911161,上半身,下半身,,,0.856168,0.143832,0,0,False,0,0,0,0,0,0,0,0,0
0.2593836,14.74202,-1.023927,0.04867702,-0.1997436,-0.9786065,上半身,下半身,,,0.899745,0.100255,0,0,False,0,0,0,0,0,0,0,0,0
0.4394228,14.74413,-1.002862,0.1866817,-0.2715842,-0.9441206,上半身,下半身,,,0.895976,0.104024,0,0,False,0,0,0,0,0,0,0,0,0
0.6223114,14.74412,-0.9456164,0.361095,-0.3099765,-0.8794824,上半身,下半身,,,0.892743,0.107257,0,0,False,0,0,0,0,0,0,0,0,0
0.7888448,14.74276,-0.8612354,0.5102695,-0.3245643,-0.796411,上半身,下半身,,,0.891873,0.108127,0,0,False,0,0,0,0,0,0,0,0,0
0.9578556,14.73247,-0.7108108,0.7511216,-0.3889279,-0.5334025,上半身,下半身,,,0.889585,0.110415,0,0,False,0,0,0,0,0,0,0,0,0
1.058346,14.71759,-0.4409385,0.9251381,-0.3311563,-0.185522,上半身,下半身,,,0.885461,0.114539,0,0,False,0,0,0,0,0,0,0,0,0
1.103201,14.68786,-0.1521086,0.97528,-0.1452376,-0.1664174,上半身,下半身,,,0.878354,0.121646,0,0,False,0,0,0,0,0,0,0,0,0
0.848321,14.39109,0.4753594,0.6857814,-0.03015229,0.7271645,上半身,下半身,,,0.799069,0.200931,0,0,False,0,0,0,0,0,0,0,0,0
0.9076728,14.20833,0.3818063,0.8305307,-0.02050844,0.5565355,上半身,下半身,,,0.708935,0.291065,0,0,False,0,0,0,0,0,0,0,0,0
0.747459,14.23509,0.5480919,0.6058229,0.01608326,0.7954039,上半身,下半身,,,0.723108,0.276892,0,0,False,0,0,0,0,0,0,0,0,0
0.9495541,14.41042,0.3524427,0.8444471,-0.07263406,0.5306559,上半身,下半身,,,0.807058,0.192942,0,0,False,0,0,0,0,0,0,0,0,0
1.008533,14.20065,0.1512124,0.94879,-0.03128147,0.3142796,上半身,下半身,,,0.70822,0.29178,0,0,False,0,0,0,0,0,0,0,0,0
0.6452351,14.37746,0.6058351,0.3691214,0.1117893,0.922605,上半身,下半身,,,0.793934,0.206066,0,0,False,0,0,0,0,0,0,0,0,0
0.5804301,14.10189,0.6582448,0.3949705,0.08929716,0.914304,上半身,下半身,,,0.632202,0.367798,0,0,False,0,0,0,0,0,0,0,0,0
0.4311207,14.20573,0.6867448,0.2505875,0.07068087,0.9654835,上半身,下半身,,,0.704977,0.295023,0,0,False,0,0,0,0,0,0,0,0,0
0.8219287,14.5119,0.4991517,0.632252,-0.06946012,0.7715995,上半身,下半身,,,0.833507,0.166493,0,0,False,0,0,0,0,0,0,0,0,0
0.9599632,14.59901,0.3544277,0.7827387,-0.2393261,0.5744499,上半身,下半身,,,0.8561,0.1439,0,0,False,0,0,0,0,0,0,0,0,0
1.042609,14.4295,0.1588977,0.948149,-0.1274453,0.2911161,上半身,下半身,,,0.815547,0.184453,0,0,False,0,0,0,0,0,0,0,0,0
1.077178,14.1973,-0.1451764,0.9997559,0.01788385,0.01107822,上半身,下半身,,,0.710494,0.289506,0,0,False,0,0,0,0,0,0,0,0,0
-0.3402104,14.44526,-0.9819244,-0.1593371,-0.04568621,-0.9861446,上半身,下半身,,,0.861497,0.138503,0,0,False,0,0,0,0,0,0,0,0,0
-0.6035163,14.1734,-0.9010163,-0.4627216,0.05468917,-0.8847926,上半身,下半身,,,0.704128,0.295872,0,0,False,0,0,0,0,0,0,0,0,0
-0.335255,14.16448,-1.002622,-0.1658986,0.07797479,-0.9830317,上半身,下半身,,,0.685567,0.314433,0,0,False,0,0,0,0,0,0,0,0,0
4.233463E-05,14.43943,-0.9836604,0,-0.04474013,-0.9989929,上半身,下半身,,,0.844796,0.155204,0,0,False,0,0,0,0,0,0,0,0,0
4.152414E-05,14.17265,-0.9938245,0,0.05166784,-0.9986572,上半身,下半身,,,0.7240783,0.2759217,0,0,False,0,0,0,0,0,0,0,0,0
0.3353379,14.16448,-1.002622,0.1658986,0.07797479,-0.9830317,上半身,下半身,,,0.708813,0.291187,0,0,False,0,0,0,0,0,0,0,0,0
0.3402951,14.44526,-0.9819254,0.1593371,-0.04568621,-0.9861446,上半身,下半身,,,0.833917,0.166083,0,0,False,0,0,0,0,0,0,0,0,0
0.6035996,14.17339,-0.9010171,0.4627216,0.05468917,-0.8847926,上半身,下半身,,,0.70317,0.29683,0,0,False,0,0,0,0,0,0,0,0,0
0.6265238,14.45231,-0.8922166,0.4361095,-0.1047395,-0.8937651,上半身,下半身,,,0.830213,0.169787,0,0,False,0,0,0,0,0,0,0,0,0
0.8396456,14.18343,-0.7246961,0.6993622,0.03741569,-0.7137364,上半身,下半身,,,0.705471,0.294529,0,0,False,0,0,0,0,0,0,0,0,0
0.8620736,14.45343,-0.731507,0.7085482,-0.1395917,-0.6916715,上半身,下半身,,,0.8273,0.1727,0,0,False,0,0,0,0,0,0,0,0,0
1.022658,14.17773,-0.4794815,0.9276711,0.06619465,-0.3674428,上半身,下半身,,,0.7057493,0.2942507,0,0,False,0,0,0,0,0,0,0,0,0
1.020801,14.44834,-0.4677066,0.941496,-0.06634724,-0.3303934,上半身,下半身,,,0.823866,0.176134,0,0,False,0,0,0,0,0,0,0,0,0
1.076684,14.44128,-0.1457929,0.9977111,-0.05822932,-0.03402814,上半身,下半身,,,0.819786,0.180214,0,0,False,0,0,0,0,0,0,0,0,0
